start_node,goal_node,mission,goal_is_operation_node,n_alpha_values,n_unique_routes,route_changed_across_alpha,min_pred_time_s,max_pred_time_s,range_pred_time_s,min_pred_energy_J,max_pred_energy_J,range_pred_energy_J,low_alpha,high_alpha,low_alpha_route,high_alpha_route
2,16,2->16,0,5,1,0,29.21058940887451,29.21058940887451,0.0,2238.4081115722656,2238.4081115722656,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 16,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 16
2,17,2->17,0,5,1,0,24.552310466766357,24.552310466766357,0.0,1881.9701843261719,1881.9701843261719,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 17,2 -> 11 -> 13 -> 9 -> 10 -> 17
2,18,2->18,0,5,1,0,29.31668996810913,29.31668996810913,0.0,2247.7057189941406,2247.7057189941406,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18
2,19,2->19,0,5,1,0,29.301605701446533,29.301605701446533,0.0,2245.777313232422,2245.777313232422,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 19,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 19
2,20,2->20,0,5,1,0,36.2283239364624,36.2283239364624,0.0,2782.3265686035156,2782.3265686035156,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20
2,21,2->21,0,5,1,0,30.49064302444458,30.49064302444458,0.0,2341.0714721679688,2341.0714721679688,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21
2,22,2->22,0,5,1,0,35.06641960144043,35.06641960144043,0.0,2689.5784301757812,2689.5784301757812,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 19 -> 22,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 19 -> 22
2,23,2->23,0,5,1,0,41.873695373535156,41.873695373535156,0.0,3216.6741333007812,3216.6741333007812,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23
2,24,2->24,0,5,1,0,47.53006553649902,47.53006553649902,0.0,3652.1578674316406,3652.1578674316406,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24
2,25,2->25,0,5,1,0,47.5681037902832,47.5681037902832,0.0,3654.9976196289062,3654.9976196289062,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25
2,26,2->26,0,5,1,0,53.40599966049194,53.40599966049194,0.0,4104.167724609375,4104.167724609375,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26
2,27,2->27,0,5,1,0,58.838600158691406,58.838600158691406,0.0,4523.024505615234,4523.024505615234,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 27,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 27
2,28,2->28,0,5,1,0,58.96210718154907,58.96210718154907,0.0,4532.5521240234375,4532.5521240234375,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28
2,29,2->29,0,5,1,0,59.03648567199707,59.03648567199707,0.0,4538.297760009766,4538.297760009766,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29
2,3,2->3,1,5,1,0,30.33406162261963,30.33406162261963,0.0,2329.5497436523438,2329.5497436523438,0.0,0.0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3,2 -> 11 -> 13 -> 9 -> 10 -> 8 -> 3
2,30,2->30,0,5,1,0,53.328736305236816,53.328736305236816,0.0,4098.605285644531,4098.605285644531,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30
2,31,2->31,0,5,1,0,58.71638202667236,58.71638202667236,0.0,4513.924163818359,4513.924163818359,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 31,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 31
2,32,2->32,0,5,1,0,58.9755539894104,58.9755539894104,0.0,4533.91357421875,4533.91357421875,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 24 -> 30 -> 32
2,33,2->33,0,5,1,0,69.37491512298584,69.37491512298584,0.0,5334.214141845703,5334.214141845703,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33
2,34,2->34,0,5,1,0,64.0828628540039,64.0828628540039,0.0,4926.728790283203,4926.728790283203,0.0,0.0,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34
