start_node,goal_node,mission,goal_is_operation_node,alpha,route_nodes,n_edges,scalar_cost,total_pred_time_s,total_pred_energy_J
2,4,2->4,1,0.5,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18 -> 4,7,1.9787159642102001,34.933401584625244,2681.2721252441406
2,4,2->4,1,0.75,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18 -> 4,7,1.9708086487491272,34.933401584625244,2681.2721252441406
2,4,2->4,1,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 17 -> 18 -> 4,7,1.9629013332880545,34.933401584625244,2681.2721252441406
2,5,2->5,1,0.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29 -> 5,12,6.790545885232094,64.48702049255371,4958.184906005859
2,5,2->5,1,0.25,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29 -> 5,12,6.787501162331614,64.48702049255371,4958.184906005859
2,5,2->5,1,0.5,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29 -> 5,12,6.784456439431133,64.48702049255371,4958.184906005859
2,5,2->5,1,0.75,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29 -> 5,12,6.781411716530652,64.48702049255371,4958.184906005859
2,5,2->5,1,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 29 -> 5,12,6.778366993630172,64.48702049255371,4958.184906005859
2,6,2->6,1,0.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33 -> 6,14,7.699646361689533,74.91412544250488,5760.659759521484
2,6,2->6,1,0.25,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33 -> 6,14,7.692274737895152,74.91412544250488,5760.659759521484
2,6,2->6,1,0.5,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33 -> 6,14,7.684903114100772,74.91412544250488,5760.659759521484
2,6,2->6,1,0.75,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33 -> 6,14,7.67753149030639,74.91412544250488,5760.659759521484
2,6,2->6,1,1.0,2 -> 11 -> 13 -> 12 -> 15 -> 14 -> 21 -> 20 -> 23 -> 25 -> 26 -> 28 -> 34 -> 33 -> 6,14,7.67015986651201,74.91412544250488,5760.659759521484
2,7,2->7,0,0.0,2 -> 11 -> 13 -> 9 -> 10 -> 7,5,1.211928985627203,24.678275108337402,1892.3695678710938
2,7,2->7,0,0.25,2 -> 11 -> 13 -> 9 -> 10 -> 7,5,1.2086194219731217,24.678275108337402,1892.3695678710938
2,7,2->7,0,0.5,2 -> 11 -> 13 -> 9 -> 10 -> 7,5,1.2053098583190403,24.678275108337402,1892.3695678710938
2,7,2->7,0,0.75,2 -> 11 -> 13 -> 9 -> 10 -> 7,5,1.2020002946649588,24.678275108337402,1892.3695678710938
2,7,2->7,0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 7,5,1.1986907310108774,24.678275108337402,1892.3695678710938
2,8,2->8,0,0.0,2 -> 11 -> 13 -> 9 -> 10 -> 8,5,1.2166005496995071,24.677809715270996,1892.8707885742188
2,8,2->8,0,0.25,2 -> 11 -> 13 -> 9 -> 10 -> 8,5,1.212036782038766,24.677809715270996,1892.8707885742188
2,8,2->8,0,0.5,2 -> 11 -> 13 -> 9 -> 10 -> 8,5,1.207473014378025,24.677809715270996,1892.8707885742188
2,8,2->8,0,0.75,2 -> 11 -> 13 -> 9 -> 10 -> 8,5,1.2029092467172837,24.677809715270996,1892.8707885742188
2,8,2->8,0,1.0,2 -> 11 -> 13 -> 9 -> 10 -> 8,5,1.1983454790565427,24.677809715270996,1892.8707885742188
2,9,2->9,0,0.0,2 -> 11 -> 13 -> 9,3,1.0909049278117624,15.296631813049316,1174.4488830566406
2,9,2->9,0,0.25,2 -> 11 -> 13 -> 9,3,1.0887971531839469,15.296631813049316,1174.4488830566406
2,9,2->9,0,0.5,2 -> 11 -> 13 -> 9,3,1.0866893785561316,15.296631813049316,1174.4488830566406
2,9,2->9,0,0.75,2 -> 11 -> 13 -> 9,3,1.084581603928316,15.296631813049316,1174.4488830566406
2,9,2->9,0,1.0,2 -> 11 -> 13 -> 9,3,1.0824738293005005,15.296631813049316,1174.4488830566406
2,10,2->10,0,0.0,2 -> 11 -> 13 -> 9 -> 10,4,1.1048283163226842,19.92722177505493,1528.41064453125
2,10,2->10,0,0.25,2 -> 11 -> 13 -> 9 -> 10,4,1.1025960847881597,19.92722177505493,1528.41064453125
2,10,2->10,0,0.5,2 -> 11 -> 13 -> 9 -> 10,4,1.1003638532536353,19.92722177505493,1528.41064453125
2,10,2->10,0,0.75,2 -> 11 -> 13 -> 9 -> 10,4,1.0981316217191106,19.92722177505493,1528.41064453125
2,10,2->10,0,1.0,2 -> 11 -> 13 -> 9 -> 10,4,1.0958993901845862,19.92722177505493,1528.41064453125
2,11,2->11,0,0.0,2 -> 11,1,0.8608972395277346,5.786172866821289,444.8351440429687
2,11,2->11,0,0.25,2 -> 11,1,0.8633466814061084,5.786172866821289,444.8351440429687
2,11,2->11,0,0.5,2 -> 11,1,0.8657961232844822,5.786172866821289,444.8351440429687
2,11,2->11,0,0.75,2 -> 11,1,0.8682455651628559,5.786172866821289,444.8351440429687
2,11,2->11,0,1.0,2 -> 11,1,0.8706950070412297,5.786172866821289,444.8351440429687
2,12,2->12,0,0.0,2 -> 11 -> 13 -> 12,3,1.1017293945881643,15.31135368347168,1175.6102600097656
2,12,2->12,0,0.25,2 -> 11 -> 13 -> 12,3,1.0996458590137206,15.31135368347168,1175.6102600097656
2,12,2->12,0,0.5,2 -> 11 -> 13 -> 12,3,1.0975623234392768,15.31135368347168,1175.6102600097656
