t_global_s,edge_idx,u,v,tau,delta_frac,frac,x,y,edge_distance,slowdown_idx,t_pred_s,e_pred_J,e_cum_J,ref_speed,ref_power_W,step_dist_m,Speed,accel_mps2
27,4,23,20,0.8333333134651184,0.21283535659313202,0.799755372107029,-2.8758418537537183,6.941268633884481,3.1761534214019775,0.0,5.638376235961914,437.6012878417969,2090.760055541993,0.298208909375,0.0,0.2999999999999997,0.2999999999999997,-3.885780586188048e-16
28,4,23,20,1.0,0.20024463534355164,1.0,-2.8597300408476696,7.240835670597268,3.1761534214019775,0.0,5.638376235961914,437.6012878417969,2163.693603515626,0.2985545968749999,0.0,0.2999999999999998,0.2999999999999998,1.1102230246251565e-16
29,5,20,22,0.1666666716337204,0.15331314504146576,0.15331314504146576,-2.850352912747764,7.540689083898831,0.9209777116775513,0.0,5.7462615966796875,446.6920166015625,2238.1422729492197,0.2990066156249999,0.0,0.3000000000000003,0.3000000000000003,4.996003610813204e-16
30,5,20,22,0.3333333432674408,0.18980710208415985,0.3431202471256256,-2.8494919037783593,7.840687848335545,0.9209777116775513,0.0,5.7462615966796875,446.6920166015625,2312.5909423828134,0.2989770193548386,0.0,0.30000000000000016,0.30000000000000016,-1.6653345369377348e-16
31,5,20,22,0.5,0.2235065996646881,0.5666268467903137,-2.85876497951411,8.140544497530454,0.9209777116775513,0.0,5.7462615966796875,446.6920166015625,2387.039611816407,0.2908570843749999,0.0,0.3,0.3,-1.6653345369377348e-16
32,5,20,22,0.6666666865348816,0.20395663380622864,0.7705834805965424,-2.877340720014987,8.4399688483519,0.9209777116775513,0.0,5.7462615966796875,446.6920166015625,2461.488281250001,0.181935215625,0.0,0.2999999999999994,0.2999999999999994,-6.106226635438361e-16
33,5,20,22,0.8333333134651184,0.12726545333862305,0.8978489339351654,-2.9018301361388215,8.738967625101761,0.9209777116775513,0.0,5.7462615966796875,446.6920166015625,2535.9369506835947,0.1082635129032258,0.0,0.3000000000000001,0.3000000000000001,7.216449660063518e-16
34,5,20,22,1.0,0.10215103626251221,1.0,-2.93123617754904,9.037522954527615,0.9209777116775513,0.0,5.7462615966796875,446.6920166015625,2610.3856201171884,0.140629221875,0.0,0.29999999999999954,0.29999999999999954,-5.551115123125783e-16
35,6,22,19,0.1666666716337204,0.04864754155278206,0.04864754155278206,-2.9594120981765393,9.336196886260522,5.032394886016846,0.0,5.949921131134033,460.15045166015625,2687.077362060548,0.15999931875,0.0,0.3000000000000003,0.3000000000000003,7.771561172376096e-16
36,6,22,19,0.3333333432674408,0.056696806102991104,0.10534434765577316,-2.9862132339158207,9.63499731986644,5.032394886016846,0.0,5.949921131134033,460.15045166015625,2763.769104003907,0.1386196354838709,0.0,0.2999999999999993,0.2999999999999993,-9.992007221626409e-16
37,6,22,19,0.5,0.09272012859582901,0.19806447625160217,-3.0109657819080526,9.933974428301003,5.032394886016846,0.0,5.949921131134033,460.15045166015625,2840.4608459472665,0.139858153125,0.0,0.3000000000000007,0.3000000000000007,1.3877787807814457e-15
